,id,senten
30,30,주만에 외출인데 겨우 수성구 집 가서 김치 가져오고 빵집 갔는데 사람 많아서 그냥 와버렸네요 코로나 확진자가 천명이 넘는데 나만 집에 있었던 건가 봐요 여전히 사람이 많네요 우린 주만에 나온 건데 헐크로나 코로나는 나만 무서워한 건가요 코로나는 언제쯤 끝날까 코로나 꺼져 코로나야 제발 없어져라 집에 콕 방콕 집에 콕 육아 집에 콕 일상화가 난다
31,31,흥부제 아빠 없는 토요일
32,32,집사님들루크가화났어요집사가안놀아준다아그작와그작루크저장소고양이고양이스타그램고양이집사일상고양이는사랑입니다먼치킨숏레그먼치킨블루바이고양이겨울박스와그작와그작화가난다놀아달라냥
33,33,점점예전이그리워지고있어언제쯤이렇게활짝웃으며자유롭게다닐수있을까마스크없이놀러다닐수있을까가능은한거니어제오늘서터레스진상화가난다후추억불과년전말이되니아이들의함박미소가마스크에파묻히고있다슬픈현실코로나야이제그만제발
34,34,가정보육일상또다시함께적응중인따님의가정보육일상애미사람은따님의방에서함께있숩니다아이거시바로니오라홈비즈니스의매력아니겠숨니까아저녁뭐먹지간식먹고저녁걱정홈비즈니스맘딸방에서일하는중갇혔어요살려줘요애들이무슨죄야화가난다
35,35,아침부터 전쟁 화가 난다 그만 싸우라고 했다
36,36,집맥 테라의 정말 화가 나나 다 망할 코로나 제발 좀 꺼져라 코로나 꺼져라 코로나 종식 기원이 제 진짜 턱밑까지 온 듯 부디 무사히 지나가주길 위 또한 지나가리 라 지긋지긋 코로나 코로나 물러가라 맥주는 테라 그 와중에 맛있음 쥐포 귤 다이어트는 가라 확진 잘 되기 직전
37,37,연말에 무슨 일인 가요 화가 났다 스트레스받을 땐 달달한 걸 먹어야 된다며 공차 사 주심급 기분 좋아짐 단순한 여자
38,38,지금난엄청놀라뺨맞은기분이다완벽해내표정망한날엔치킨을면접망함년차코로나꺼져화가난다국방색셀피셀피꾼비대면월요일출근안함일상소통소통맞팔
39,39,단아할머니생신축하드리고왔다배달로케이크시켰더니망가져서다시가져다주심다시는배달안할거다우동면남은걸로다시짜장면줬더니포크로잘먹는다내일해가서쪽에서양말직접신겠다고시도하더니안되니까집어던진다화장실에서보고있는엄마확대해서찍었더니화질망갤딸램할머니생신케이크짜장면포크사용양말신기화가난다
40,40,현생 첫눈 눈이 다 녹아 바닥에는 없게 눈을 좋아할 거라 생각한 나의 착각을 깨준 만두는 추워 죽겠는데 엄마는 몰라 화가 난다 하얗고 차갑고 무서운 눈
41,41,아침일찍부터슈퍼털고오기오늘의유일한외출오늘은집콕하쟈코로나화가난다
42,42,이게무슨일이야힘빠져집에만있는사람들은뭐바보냐코로나피로감화가난다여행은바라지도않는다그냥일상이라도좀애들기관학원휴원하고스키장은문열고대체무슨짓코로나그램화딱지남
43,43,
44,44,크리스마스 룩 꼬마 한 살 일기 처음 크리스마스 겨울 처음이야 코로나는 안 끝나니 화가 난다
45,45,
46,46,
47,47,
48,48,
49,49,
50,50,아 진짜 나 오늘 너무 화났어 직장인 스트레스 화가 난다 정말 부업 부가 수 익다 박치기 비용 회수
51,51,이런거원한건아니었지만며칠째쿵쾅쿵쾅정도를넘어선옆집의인테리어공사소음은내안의쌈닭본능을설금설금불러일으켰내아이가못잔다구요나뵈는게없어요전공인컴플레인숨막히게걸고나서야일부터시작된옆집주인얼굴을볼수있었고냉큼받았다옆집공사소음스트레스파이터본능
52,52,
53,53,직장 옮긴 지 달 열심히 일했다고 나라에서 주강제 휴가 주네요 코로나 강제휴가 지겹다 이제 화가 난다
54,54,할머니 보고 싶다 코로나 바이러스 화가 난다 할머니랑 사진 사진 많이 찍을 걸 보고 싶다 작년
55,55,
56,56,
57,57,
58,58,
59,59,
60,60,화가 난다 남편한테 소민이 보고 있으라고 하고 시간 볼일 보고 들어왔더니 오마이 갓 남편은 잠에 취해 있고 소민이는 보면서 침대 프레임 가죽 다 뜯어놨네 짜증 난다 남편 밟아 버리고 싶다 진짜 화가 난데 저걸 어떡하지 생후 일 아기 일상생활 그램 애교쟁이 아기 귀여운 아기 천사 아기 옷은 모습이 이쁜 아기 사랑스러운 아기 아기
61,61,기침을 너무 오래 하고 이 병원 저 병언 다녀도 차도가 없더니 이유를 알았네 엑스레이 찍어보니 축농증 기관지염 백날 알레르기 비염 가래 기침약 처방받으니 날 턱이 있나 화가 난다 속상하기도 하고 이 병원이 마지막이 길
62,62,롯데마트 안내견 거부 롯데마트 불매 화가 난다 절대 안감
63,63,아이시국에감기라니돌아버린다진짜정말조심했는데어디서잘못된건지평소같으면그냥출근했는데시국이시국이라결근해버림이시국에감기라니미쳤어열은없음그나마다행화가난다일상일상스타그램데일리링거
64,64,샌드아트 시작한 지 한 달 조금 넘었다 초급반을 지나 중급반 거의 끝나간다 연습하고 노력하다 보니 조금씩 늘어가서 심화과정과 포트폴리오까지 했으면 좋겠는데 코로나 심해져서 내년 한다고 하는데 언제 할지 모른다 속상하다 화가 난다 짜증도 난다
65,65,나우렌트카울산본사헬기소리뽑기운따위역시없네시운전하고소리듣고금방끝나요하고올라간지시간째살아는있는건지기다리다지쳐아메리카노만잔째화가난다고질병이라고하기만해바라넵그럼이만하고나와야지
66,66,
67,67,다 좋은데 손에 너무 묻는다에 그 드롭 첫 끼 코로나 전국 단계화 아내 잘못도 아닌데 화가 난다
68,68,세상엔 별 경우 없고 기본 예의조차 없는 이기적인 걸 알면서 미안하다 말하는 사람들이 많다는 걸 너무 느껴서 화가 난다 심신 안정세화 미술관
69,69,
70,70,환장하겠네 오늘 하루 꿈꾼 듯 내 일부터 휴원에 거짓말같이 어제와 너무 다른 오늘 베란다 포차 하다 하다 별걸 다 해보네 내 손으로 만든 안주 아직 실력 죽지 않았네 오랜만에 오늘은 진짜 한잔해야겠다 화가 난다 왜들 그러셨어요 이놈의 코로나
71,71,
72,72,참 나고 못할 테니 감 먹여달라고 그래 먹여준다 저녁 먹기 전 공부 하기 설아는 다섯 과목 하느라 죽을 맛 국어 수학 영어과학 한 자유 준 이는 아직 국영수 세 과목만 유준이 수학 실력 최고라고 선생님 칭찬에 어깨 으쓱으쓱 설아는 글씨만 좀 이쁘게 쓰자 남매 스타 그램 남매 공부 저녁시간아 빨리 가화 요일 화가 난다
73,73,정서윤인생일째서윤아왜자꾸엄마몸타고노니집은치우면뭐하니이모양이꼴인데치우고닦는데시간어지르는건분근데지금시다되어간다즈라딸래미곧돌잔치인데코로나단계라니술땡기긴오랜만화가난다
74,74,
75,75,어른들모시고간곳한정식집에서종이컵에후식나오다니후식인분은나오지도않음브레이크타임말도안해줬으면서왜모르냐니미친식당빨리먹고나가래도떼기시장인줄지맘대로장사해도손님은암말하면안되는마인드당진거를식당당진동가베짱장사당진한정식동가한정식화가난다코로나때문에기가찬다
76,76,낼부터 또 긴급 휴원 실화하지 옥이 다 진짜 코로나 코로나 언제 끝나 화가 난다
77,77,남펴니가마켓컬리에서주문했다왜이런건나가서먹자제발요굽는거핵귀찮냄새어쩔미운짓만골라해양갈비마켓컬리집에서처음구워봐냉동실에소곱창도있어화가난다때릴까콱마집밥김선생시러요노원중계공릉맛있는거셀프네일집밥술스타그램밤이좋아술이좋아먹지도못하면서일단
78,78,
79,79,
80,80,
81,81,
82,82,
83,83,연년생네세찌텐트구입추울까봐텐트샀는데화가난다너무약하다애들이쳐도무너지고개툭쳐도무너지고계속무너진다환불해줘라마지막무너진천막안에세찌있음질식할일있냐
84,84,세이펜 티칭 클럽 선생님과 함께하는 세계문화유산 석굴암 다보탑 석가탑 빙고 게임판을 졌다 화가 난다
85,85,
86,86,남원 남원 카페 미안 카페 김병종 미술관 예쁜 카페 날 좋다 높은 하늘바람 솔솔 부는 날입에 힘 좀 빼줄래앙 다문 그 입술 웃겨 죽겠네 겁나까분다 까불이 남자친구 사람 넘나 많은 것 바글바글 스콘 맛 집 커피 맛 집 부가 좋은 곳 여유로운 시간 수다 떨기 좋은 데이트 손잡고 걷기 맘 충들 스트레스만 땅 화가 난다 아주 문제야 어휴
87,87,
88,88,나만 애탄 거니
89,89,화가 난 이 수울 이수 무서운 게 아니라 화난 거예요 씩씩 불만 표출 중화 내는 것도 귀엽네 개월 아기 화가 난다 앵그리 버드 아기 귀찮게 하지 마라 뭐가 불만이야 문 센데 이 딸만 딸만 일상
90,90,빼빼로데이 어린이집 활동 고구마도 캐고 가래떡도 뽑고 저녁에 아빠가 초콜릿하고 빼빼로 사 왔네 월일 빼빼로데이 어린이집 활동사진 고구마도 가래떡도 다 가져왔네 아빠는 웬일로 이런 날을 챙기는 거야 갑자기 뜬금없이 이런다고 화 풀리냐 화가 난다 어제 생각하면
91,91,
92,92,
93,93,
94,94,
95,95,그나마 있던 창원 행사 캔슬 화가 났다 화가 난다 콜로나 열받음 트로트 트로트 가수 오늘 아님 데일리 주말 캔슬일 일상이나 패션 패션 옷 옷 스타 그램 무대의 상
96,96,마스크 없던 작년이 너무 그립구먼 하루 지났는데 답답 화가 난다
97,97,어서이거슬떠보고싶다청소업체도영구이사도해결해야할일들이너무많다니터그램니터의손장난뜨개질하고싶다화가난다영구이사딥빡매우매우딥빡
98,98,이런기사볼때마다화가난다암웨이생리대품절대란환경호르몬모르는사람은손해사랑하는아이들이손해본다제일만족도높은오버나이트웨어완젼편함강추엄마가알아야할상식안전한생필품현명한소비
99,99,야식 화가 난다 새벽에 단골 형님이 가게 와서 같이 먹자고 시킨 야식 두루치기 고기 한 점 들어 올리니 바닥이 보이는 건 왜 때분 반찬 종 손가락 두 마디 만큼씩 주고 대패 사이즈 고기 한 점 정도 해서 원동 맛인 건 용서해도 이따위로 주는 건 화가 난다 아무리 경기가 어려워도
100,100,
101,101,
102,102,
103,103,이런거속는사람이나였네우린쓰지도않는마스크비상용으로구매했더니이게뭔일근데쿠팡측에서는정품이지만품질부적합판정으로리콜제품이니제조사로연락하라는소리만되풀이중응근데리콜판정은월이였는데왜이제야난환불하고싶은데그런데내일은주말이네쩝가짜마스크인가품질부적합인가어쨌든환불해줘마스크따위그냥덴탈마스크나쓰자쿠팡실망로켓배송의노예에서벗어나자화가난다
104,104,
105,105,히잉 로드 자전거 기록 왜 안 올라가 화가 난다
106,106,
107,107,
108,108,꽃을 좋아하는가 토양 투르 얻어먹고 머리에 모자 핀 찔러줬더니 드디어 폭발 화가 나도 귀여운 냥이 액세서리 꽃을 사랑하는 냥이가 토양 화가 난다
109,109,
110,110,
111,111,편견 없는 세상 오세요 우레들이 뭐라 사람 평가 안 하는데
112,112,제발 좀 자라 자라 자라 자라 자라 자라 자라 자라 자라 제발 좀 자라 제발 좀 자라 화가 난다 나는 화가 난다 왜냐하면 화가 나기 때문이다
113,113,분유 유목민 시작 거미와 자주색 알갱이 이번 주에 두 번이나 이물질이 나왔어요 열처리하면서 알갱이가 생겨 인체에 무해하다는데 찝찝해서 못 먹인다고 성분 검사해달라고 하니 포장해있던 박스가 없어서 안 된대요 화가 난다
114,114,현승이가 하트를 만들어줬는데도 정말 맛이 없어서 속상했다
115,115,하영도 영창원 마산 감계 북면 감계 푸르지오 감계 주민 베이비인 스타 육아 소통 육아 피로회복제 윗집 소음 층간 소음 힘들어요 층간 소음 차단 매트 화가 난다 달리 기 선수인 줄 년 전 이사 와서 사진첩 보다 문득 와 층간 소음 심하네
116,116,유상무 랜덤박스 유상무 그립 톡 유상무 과대 포장 그립 톡 개화가 난다 얻다 쓰냐
117,117,
118,118,개어놓은수건엎화가난다다시개기귀찮아
119,119,나만 안 대 그립 유상무 유상무 그립 유상무 랜덤박스 유상무 결제 결제 동글뱅이 화가 난다
120,120,한 분을 바닥에서 뒹굴었던 시윤 요즘 너무 떼가 심하다 못해 배 째라는 식으로 드러눕는다 너무 힘들다 나도 울고 싶다 떼쟁이 개월 아기 화가 난다 이놈 자식
121,121,
122,122,
123,123,
124,124,인생 일차 뒤집기 하고 싶은데 뒤집기는 어려워요 인생 터키 타임 이후의 고난 짜증이 나서 자꾸 소리 지르게 돼요 하화가 난다 뒤집기 시도 뒤집기 연습 중
125,125,
126,126,
127,127,아침부터기분좋은아이남편은일가고독박육아날은좋고하늘도이쁘구나오늘은무엇을해야시간이빨리갈가전쟁주말육아시작남편은주말에도출근화가난다
128,128,박작가왈선생님께서편지써오랬어그림편지인데한치의망설임도없다분컷마음의소리무슨말일까그림편지인데어쩌나걍즐기기엔엄마스팀받는중화가난다
129,129,퇴근 후에 홈 무비 때리려 한 데에 하 넷플릭스로 미러링 어떻게 하지 홈 무비 하고 싶은데 유튜브만 봄 옷장 스크린 알려 주세요 넷플릭스 검은 화면 화가 나요 말이야 파이팅
130,130,레몬넥카라도착스트레스받겠지만어쩔수없엉이구역의왕레몬장군이나지금많이화가나개장군이시고르자브종댕댕이넥카라강아지레몬화가난다
131,131,놀이방 정리하다가 발견 머지 순서대로 분명 정리했는데 누구 짓이니 내일 조사 들어가 보자도 꼴통들 랜덤 게임 무슨 짓이야 조사 들어가자 화가 난다
132,132,힘이 되는 글 오후에 가르치는 건 좋은데 오전 돌보는 건 어렵다 흰머리 백만 개 날듯 각자 자기한테 맞는 일이 있는 듯 전쟁 같은 오전 수업 끝나고 오늘 학생 한 명이 수업 후 키보드 밑에 끼워두고 간 종이 보고 그래도 흐뭇 마음만으로 고마운 맞춤법이 뭔 상관 돌봄 선생님 보육교사다 존경해 스트레스 괜히 풀타임 받은 돈도 환수되는 게 없어 화가 난데 이게 다코로나 때문이야 인천 맘 워킹맘 일상 그래도 힘내자
133,133,
134,134,
135,135,
136,136,포기다 포기
137,137,
138,138,
139,139,파스퇴르위드맘단계짜증난다화가난다이물질문의한거보고본사고객센터에서전화옴추석연휴이기때문에월욜에방문해서해당케이스와이물질수거해서검사결과알려준다네어조는죄송한듯한것처럼말하기는했는데두고보믄알긋지
140,140,남들다힘들어너만힘든거아니야그니까좀만더힘내면이거위로가아니에요다른사람을진짜생각해준다면다른말을하세요감성사진감성힘들고지칠때사람은화가난다자기와같다고생각하지말자위로를할꺼면제대로매번같은일상지겹다다내잘못이지
141,141,화가 났다 화 낫다고 하니깐 엄마 기쁘게 해준다며 춤춰주는 그래도 화는 나 독감 예방접종 병원 떠나가는 줄 후 어린이집 안 간 날 담부턴 아빠랑 가라 하윤이 지켜준다면서 왜 더네가 울어
142,142,어린이집을 안 가니 너무 힘든 짜증도 많이 내고 칭얼거리고 밥 태기인가 밥을 거부 조금이라도 더 먹이려고 아침부터 전쟁
143,143,눈뜨자마자가베하기엄마의욕심으로집에사논중고가베짐만차지하지요버리자니아깝고그래서오늘놀아줬어요근데너내맘도몰라주고나는알려주고싶고너는그냥놀고싶고이래서엄마는수업하면안돼화가난다내새끼는돈주고가르켜야는데남매맘일상주말스타그램병점맘동탄맘
144,144,너무 화가 난다 유명한 맛 집 코로나 때문인지는 몰라도 반찬도 오래 친절하면 다인 가요 아가야 불러주던 내 나이 대먹는 걸로 장난치지 마세요 느끼 반찬 쉰내 최악 슬픔 여수 실망
145,145,저녁 늦어져서 지영이 하나 쪄 화가 난다면은 많이 못 먹어 더 화가 난다 일상
146,146,거참내발내가좀빨겠다는데빈정상하게하시네화가난다혼자있고싶어요다나가주세요매일산으로가는산살말티즈
147,147,
148,148,
149,149,
150,150,
151,151,
152,152,화가 났다 화가 나형 아가 아이스크림 안 줘서 화가 나심 발광 반려 견 일상 푸들푸들 애견인 소통 금요일 화가 난다
153,153,일주일한번등원오늘등원룩이런날왜비오고난리딸도신남엄마도신남월내내방학월번째등원모녀힘들다나도맞벌인데화가난다보내지도못하고코로나꺼져부산맘강서맘지사맘육아맘남매맘도치맘
154,154,
155,155,
156,156,
157,157,
158,158,승질나일부로내리기편하라고주차핵매너해서대놧는데그걸긁네나온지한달도안됫는데승질날땐단거나주차사고피해자억울해새차문짝흠집화가난다주차배려는뭐하러단거먹고화풀기티라미슈
159,159,
160,160,불암산오늘날씨는정말끝내줌저경기도까지다보일정도로정상바위로프줄타고내려올때정말순서안지키고바로얼굴위따라내려온아저씨덕분에오늘첨으로산에서피봄제발안산예의를지킵시다불암산등산등산스타그램안산예의화가난다날씨좋다
161,161,
162,162,화가 난다
163,163,심기 불편 졸린데 누가 차 태웠냐 화가 난다 이른 아침 시 칠괴동 가는 길
164,164,산지반년도안되었는데벌써이리문제가많아서야타이어공기압한달전에받았는데서비스센터다녀오자마자또알람뜸하아이럴꺼냐비엠언니속좀그만썩이렴화가난다스트레스폭발새차인데서비스센터행만신창이또한숨만푹푹패키지
165,165,요 조그만 애들도 원격 수업으로 하의 하루 원격 수업 안쓰러운 우리 아이들 다 어른들 잘못이야 너무너무 미안해 코로나 시대를 겪게 해서 너무 미안해 화가 난다 콜로나 확 마 씨
166,166,아나한테 왜 그래요 정말 머리 복잡해 죽겠네 다음 주 교육 일정이 잡혀 있어서 퇴사 처리해 달라고 했는데 이로 안 가면 퇴사 처리 안 해준다고 해석으로 간다고 얘기했어요 왜관 리자는 안 하냐며 관리자 하라는데 그걸 진심 몰라서 물어보는 거예요 속 시끄러워서 안 하는 거지 제발 퇴사 좀 시켜줘요 퇴사시켜주세요 제발요 부탁이에요 나 힘들다 하아 머리가 아프다 목요일 오후 지쳤다 그램 일상 기록 그램 퇴사하고 싶다 화가 난다
167,167,
168,168,어휴 화가 난다
169,169,반성하고 있습니다 화가 난다 매일매일 불같이 화내고 화가 나는데 화를 못 내서 더 화가 나는 악순환
170,170,하지 앞이 떡 너무 맛없다 돈 버림 절반도 못 먹고 버림 화가 난다
171,171,도담이도월요일은너무싫다멍비숑스타그램비숑프리제비숑유기견유기견입양오늘은월요일시작월요병화가난다씅난다씅난도담이베개는아프다다들태풍조심
172,172,
173,173,
174,174,화가 났다 화가 나 일 정도 기다렸는데 택배가 잘못 배달 옴 앞으로 일 다시 기다려야 해 짜증
175,175,
176,176,
177,177,
178,178,
179,179,화나는 오늘 아침 나도 놀러 다닐 줄 아는데 나도 커피숍 갈 줄 아는데 나도 곱창 거 업나 좋아하는데 짜증 오만 오천 오백 개 망할 것들 제발 마스크 잘 쓰고 다녔기를 여기서 더 퍼지지 말자 제발 짜증 가득 화가 난다
180,180,모두 자는 시간 날고 수험생을 위해 내일 아침 가지고 가 실 간식 만들기나 빼고 다 잔 더 난 하루가 길다 근데 왜 살은 안 빠지고 화가 난다 뭐가 잘못된 거지
181,181,심기불편매우화남앨범속여행하기바다가고시픔
182,182,
183,183,
184,184,비오는월욜오전넘나우울하네용코로나자꾸지역감염자나오고호태풍마이삭도온다하니화가난다
185,185,너무 심심한 하루 나가고 싶어 하는 딸 물놀이하자 물 받아둘게 베터 파크 코로나 꺼져라 제발 양심 좀 가집시다 어떻게 애들보다 생각이 없는 건지 젠장 화가 났다 어서 진정되길
186,186,친구들 따라다니 기아 요즘 유춘이 장난 아님 꼬락서니 대마왕
187,187,
188,188,가족이니 착한 밀크가 참는다 아 진짜 물어버릴 수도 없고 화가 난다
189,189,운동도 못하는데 밥이라도 잘 먹어야지 화가 난다 콜로나 꺼져 고독한 소식가 헬렌이 일상 오늘부터 방구석 트레이닝 개똥 감성
190,190,첫 줄 안녕 망할 결국 우려가 현실로 더 심해질 듯한 분위기 너무 어른들의 욕심으로 이것은 정말 화가 나는 단계가 실행된다는 이제 정신 좀 차립시다 언제까지 애들이 피해 보고 놀이터도 못 가고 불쌍해 학교 좀 가 봅시다 제발 각성 좀 합시다 코로나 물러가라 죄 없는 아이들 우려가 현실로 화가 난다
191,191,첫 줄 안녕 망할 결국 우려가 현실로 더 심해질 듯한 분위기 너무 어른들의 욕심으로 이것은 정말 화가 나는 단계가 실행된다는 이제 정신 좀 차립시다 언제까지 애들이 피해 보고 놀이터도 못 가고 불쌍해 학교 좀 가 봅시다 제발 각성 좀 합시다 코로나 물러가라 죄 없는 아이들 우려가 현실로 화가 난다
192,192,좋은글귀북스타그램책소개그램오늘의책알바염탐러문부일작가님화가난다감동앞쪽에인사말이없어서읽기전내용이궁금했는데마지막에책관련일화를들을수있어서좋았다현대사회소재를진짜잘표현하셨다현장감과감동이그대로전해지면서내용전달이좋아한번읽어도쏙쏙들어왔기때문이다마지막에봤던다섯명은이미아직도화가난다책을읽다가산발이매장에서근무한경험과책에서읽은내용으로느낀건리더가먼저나서서해야한다는것이다단골고객기억한후개별적서비스부족한걸인지하고개선하는것직원들의복지를우선시하는부분횟집사장님의리더십은점이다사람만나는게좋아매장점장되는게목표이다미래에같이일하는직원들이나를젊은꼰대라고만생각안했으면좋겠다퇴직금으로장사를쉽게여겨도전하는사람이많은데돈다잃고쉽지않으면그생각접으라고말해주고싶다계약사기이런것두많으니까신중조심
193,193,화가 난다 왜 거짓 진술해 가지고 이사단 만들 까이 해할 수 없어 계속 늘어만 가구 욕이 저절로 나온 다단계 거리두기글면 뭐 해 주말 또 이곳저곳 터질 건 디 말도 안 들어 처먹는다
194,194,
195,195,
196,196,계곡 코로나 꺼져 화가 난다
197,197,코로나 때문에 주말부부가 아닌 이산가족 부부가 됨 코로나 물러가라 이놈의 코로나 코로나 때문에 이산가족이 된 우리 부부 코로나 꺼져 제 발화가 난다
198,198,
199,199,
200,200,코로나 화가 난다
