,id,senten
26,26,아프다 위경련 투혼 너무 아파 위궤양 위염 스트레스 신경성 털 금식 중 자가 금식 유일함 너무 아프니까지 친 타이틀 꼼짝없이 시체 너무 아픈 내 저번 주다 낳기 전에 아빠 병원 검진 있어서 급퇴원했더니 다시 말썽이다 꼼짝도 못 하겠다 위 찢어질 거 같아 다시 입원하래는 데 신경 쓰여서 토요일 위내시경검사만 예약해두고 빈속에 약만 먹고 또 뻗었다 어제부터 아무것도 못 먹고 계속 침대랑 한 몸 너무 아파서 아무것도 못하고 아프니 서럽네 아프면 나만 손해 그래도 오빠가 옆에서 챙겨주고 해서 고맙다 오빠 덕분에 집에서 휴식 낼 크리스마스인데 난 또 침대랑 한 몸 약 먹어도 아픈 게 사라지지 안내 별일 없어야 할 건데 진짜 약 싫어하는데 너무 아프니까 내가 직접 병원 가서 주사 이틀 맞고 약 더 이상 추가할 거 없다는데 너무 아프다니까 추가해주셨는데 아프다 아프기 싫다 진심
27,27,퇴근 후 오빠에게 너무 사랑받아서 곤란해요 회사 앞으로 데리러 옴 마법의 날 아프다 징징대기 진통제 달달한 거 당긴다 했더니 초코에 모아 사들고 옴 고마워요 잘 먹을게 초밥 포장 무모한 초밥 언제 먹어도 맛남 통통 새우 볼 닭꼬치 배 터짐 주의 초밥 사주기 맛나게 먹네 흐뭇 산책 스타 그램 크리스마스 때도 근무지만 퇴근 후보자
28,28,집정리하면서와이프일할때쓰는연수기에들어가는소금박스를옮기다가문쪽틀에검지를박았는데첨에는멍같이들길래몇일있으면낫겠지하고있었는데점점붓더니통증이와서야간근무후충무병원정형외과외래진료를봄엑스레이상뼈에는문제가없는데초음파검사해보니검지손가락힘줄쪽이살짝끊어졌다고하네당분간약먹으면서손가락고정해두고일주일뒤에다시병원가서초음파검사를해보자고해서예약하고옴내검지손가락아프다손가락힘줄손상일주일뒤에다시외래진료
29,29,다래끼 재발해서 눈 째고 오는 길난 아파 죽겠는데 오빠는 즐겁나 보다
30,30,삼 일 만에 집에 왔더니 조금 격해진 환영인사 너의 사랑 아프다
31,31,입원했는데 병원이 맘에 드니 우리 딸내미는 신이 났고요 교통사고 교통사고 입원 세 식구 입원 중 아프다 김 해외 돈 베스트 한방병원
32,32,집사물고혼나서삐침점점쎄게물려고한다코코포인핸드유기묘입양고양이사지말고입양하세요삼색이캣초딩미묘묘연냥스타그램캣스타그램집사그램초보집사좋아요반사좋반집사맞팔소통고양이좋아하는사람집사바라기집사물림아프다점점쎄게문다예쁘다사랑스러워헿코리안숏헤어고양이일상
33,33,개월 아들 아프다 분명 잘 먹고 잘 놀았는데 낮잠 자고 나선 열이 펄펄도 찍음 해열제 먹고 응급실행 진료 결과는 괜찮단다 기존 감기약 머고 열나면 해열제 먹고 뭐니 아프지 말자
34,34,주말 주말 일상
35,35,엄마 근데 산책은 다 좋았는데 목욕한다는 얘기는 없었잖아 왜 시켰대 모아 목욕할 때가 댔으니 하는 고지 아이고 허리야 마지막 사진은 목욕 후 사진 산책길 항상 좋아 근데 목욕은 정말 싫어 엄마는 허리가 너무 아프다
36,36,아프다죽먹고약먹자죽이야기양주옥정점왜케맛있노이와중에맛있음새우미역죽한우야채죽오늘아님
37,37,귀속에 잘못 나면 안면마비도 온다 하는데 한쪽 얼굴이 약간 불편한 느낌 나서 걱정입니다 휴 우우
38,38,집콕놀이홈캠핑코로나극복무슨짓을한거니너희만즐겁다면야뭔들못해주리근데왜난허리가아프다아침브런치타임요거트씨리얼넘지져분한듯한동안은텐트못접어누가올까두렵다웃쨔웃쨔웃쨔쨔우사돈한우맛집돼지갈비맛집생와사비소스맛있간장특별소스까지오겹살맛집시흥고기맛집정왕동맛집코로나대비소독매장청결유지마스크필수가다가커피원두맛있는카페
39,39,눈썹문신리터치아프다예뻐지는데고통이따른다인셀덤은잘만바르면예뻐지지요저만믿고따라와요밀착케어인셀덤전문가와함께인셀덤강주연
40,40,타투 전후 아프다
41,41,일 그린 수강생에 테가 이 그림편지 야노 유미 씨 다리 넘어졌다 아프다고 사리 파마머리 같아에 테가 미 채널 캘리그래피 수업 캘리그래피 액자 캘리그래피 배우기 붓 캘리 붓글씨 붓 목화 수 목수 묵화 수채화 스케치 전각 배우기 다리 아프다 꽃 스타 그램 컵라면
42,42,어제 퇴근하고 저녁 내내 토하고 위장을 쥐어짜는 느낌이 심해서 산부인과 응급실 다녀왔어요 새벽 내내 링거 맞고 회사 하루 쉬고 집에서 쉬었는데도 회복이 안되고 죽도 제대로 못 먹겠고 딱지 주되는 날인데 괜찮겠죠 주차 임산부 예비 맘 아프다 급체
43,43,내손반대는갈라지고찢어지고아프다쓰려맬맬주방과서빙을내몸이개였음좋겠다내곱디고운내손이대아주머니들손보다도못해보이니낼은쉬는날죙일집에서먹고자고해야지했는데아삶이피곤하군아오는게있음가는게있다고그빛갚으러담달에나편히쉬야지내손보기시러못생긴아프다
44,44,하루 트래킹하고 일을 앓아누울 예정
45,45,룬이번사진다친상처있습니다사실룬이배가너무귀여워만지면안되는걸알면서도살짝만졌다가룬이엄청화났어요울음소리와저날카로운눈빛무셩결국에는피봤어요바로집으로와후시딘바르고밴드붙였는데괜찮겠죠그래도길아가발톱이라서걱정되네요룬아다음부터엄마가조심할게미안해학생캣맘룬이고양이화나면무섭다고양이울음소리피봤다고양이가할퀸상처고양이가할큄아프다미안해길냥이를사랑해주세요길냥이이야기길고양이길냥이이야기길냥이길냥이는사랑입니다길냥이도소중한생명입니다길냥이스타그램캣맘스타그램캣맘소통캣맘캣맘이야기캣맘그램캣맘일기길냥이밥주기냥이는사랑입니다냥스타그램고양이사진첩길냥이도사랑이다길냥이도이렇게예쁘답니다
46,46,어제오늘하루종일환자놀이하고저녁늦게바람쐬러잠깐나왔는데갑자기추워진것같은건기분탓코끝이시려겨울인가보다월아프다살아있어요근육통편두통열까지난다코로나아니예요총체적난국난리난리셀기꾼얼태기셀스타그램인스타그램좋테좋반좋아요반사좋아요테러좋스타그램좋아요좋아요그램사진그램일상그램사진그램
47,47,컨디션저조로백건이산책을시간도못해서노즈워크대령노즈워크차까지하고등지지는중백건이개딸일상개엄마의삶개엄마는아프면안되는데아프다침대에장난감가득
48,48,윌눈겨울주일아침나에게첫눈아프다하얀눈진차겨울춥다눈이내린다펄펄눈이옵니다눈이온다허리는무지아프고눈은오고이제본격적인겨울인듯춥다추워발꼬락이시립다
49,49,구름이 아프다 구름이 가 아파요
50,50,뭘해도안풀리나봐요절대할수없는실수까지멘탈이흔들리네요요즘같음돌아버리겠어요낼까지피안멈추면꿰메러가야나요당분간데콜데못해드릴것같아요사고쟁이젤소중한손인데아프다바닥에피뚝뚝욱신욱신얼른정신줄챙길게요
51,51,전력을 다한 엄마 발 사냥으로 혼쭐나고 삐져서 멀찍이 앉아있다가 잠드심 그만해 진짜로 아프다
52,52,네팔 아프다 드디어다 했다 하하 하하 하하 하하 하하 하하 하하 하하 하하 하하 하하
53,53,상호 연습을 하면서 이제 본격적으로 얻어맞을 기회가 늘어나 네 생각이 많아진다 아프다 아프다 아프다 센텀 조은 검도관
54,54,어제오늘신나아프다귀뚦음신림년생년생셀카스타그램고등학생살살좋아요반사선팔하면맞팔디엠환영
55,55,잠 못 드는 밤 아프다고 똥 무통주사 잠시 천국 졸지에 환자 살려주세요 울산 고마워
56,56,앓던 이 빠진 날 염증도 사라져라 마취가 풀려간다 아프다 이제 브리지만 남음이 빨도 갈아야 하네 돈 지랄만 했다고 한다 염증에 녹은 내 앞니 진작에 할걸
57,57,좋아요 좋아요 반사 댓글 환영
58,58,마차롱가산마카롱맛집회사창립기념일휴무치과월치료끝나고잇몸스크류두개나식립아프다진통제두알털어넣고맛있게냠냠
59,59,오늘저녁피자홍어삼합도시락내가젤좋아하는언니홍어삼합맛집윤재생일날홍어협찬윤재생일잔치날사랑해코로나가바꾼일상집콕놀이감기조심하세요아프다겨울몸살
60,60,예방접종 너무 아파요 이거 맞고 또 일해야 한다는 함정 예방접종 예방접종 예방접종한 날 아프다 아프다 그램 피곤해 졸려 일하기 싫다 주사 맞고 또 일해야 함 세브란스병원 병원 아르바이트 중
61,61,꽃지 해수욕장 낙조가 일품이구나 내 발목도 무릎과 바꿀 사진 복숭아뼈나 감 오랜만에 큰 절 아프다 회 먹으러 왔다가 일몰이 멋지길래 얼렁 찍고 횟감 고르러 가야지 하고 사진 두 장 찍고 돌아서서 달렸는데 바닥에 큰 결함 팔려서 사람들 안 보이게 납작 엎드렸다가 잽싸게 일어서 쩔뚝거리며 걸어가기 아 아프다 무릎에 연고 바르고 싶다
62,62,헤르페스바이러스 포진이 나쁜 놈아 헤르페스 입술
63,63,윤서야엄마얼굴마사지해줘서고맙다생후일발로얼굴차기발로얼굴밀기아프다고맙다딸아냄새가좋구나육아소통딸맘소통쥐띠맘소통년아기월생
64,64,남한강종주도완료우여곡절이많았던라이딩춥기도늠흐늠흐추워브레이크도못잡고결국자빠링으로시작한라이딩이었지만무사히탄금대까지도착그토록먹고싶었던사과냉면까지클리어호로록호로록호로록넘나쌍콤하고맛나향이정말끝내주는냉면우리의힘겨웠던여정에위로를받았다민선아힘들었지토닥토닥고생많았어운전까지넘미안하고고마웠어우리그랜드슬램스티커붙일수있겠지그럼에도불구하고넘잼있었고즐거웠어넘어지느라고생한내도마니뽀숑이도수고해떠요미안종주는좀따뜻해지면계획을다시세워보자규자덕스타그램자전거종주남한강종주여주보인증센타부터충주댐인증센터지나탄금대인증센터까지남한강종주완료사과냉면자전거타는여자로드타는여자필드바보도마니이제그만넘어지고싶다아프다
65,65,아프다 마니 내 주말은 쉬는 걸로 고질병도 짐 진짜 아포
66,66,편도관종그램아프다
67,67,처음 하는 양치질 시원하니 엄마 손가락 깨물 아프다 빼지 말라고 소리 지르는 너 시끄럽다 그럼 일 아기 아빠 왔다
68,68,오늘 컨디션이 별로라 다리 각도도 안 나오네 무릎은 자꾸 팅팅 붓고 언제쯤 정상적으로 걸을까 웃고 있어도 심란함 물리치료실에서 울었아프다
69,69,사무직의 고충 키보드 치기 어려울 정도구먼 이것이 손목터널 증후군인가 매 일치는 키보드의 결과 컴퓨터 없는 시대로 돌아가 고프다 아프다 쉬고 싶다 내 팔자
70,70,오늘도 운동 성공 플랭크 후 실내 자전거 안착 자전거는 엉덩이 너무 아프다도 저희 안될 것 같아 붐 타다가 안장에 배게 올렸다 그리고 시까지 시간 본 운동 수고했어 오늘도 플랭크 초저녁 추가 운동 자전거실 내 자전거 운동하는 여자
71,71,퇴근 목요일 영 폭의 길은 멀고 험해서 아프다
72,72,해변승마 인천 춥다 갯벌 승마 말이고 끄러 질 수 있음 낙마 아프다
73,73,병원 아프다 영양제 링거 투혼
74,74,스스로 설 수 있을 때까지 함께해요 벽
75,75,아놔마취풀리고저세상가는줄무통주사는내가싫은지먹는거다토하고결국무통은폐기엉덩이주사로버티는즁병원싫어엉덩이문질러주라는데누가문질러주는데제이헤어묭실온니병원놀이인대접합수술아프다병원싫어치킨먹고퐈
76,76,학산 모터스 홀릭 왁싱
77,77,고통스러운 자세 오른쪽 팔이 너덜너덜하다 팅커벨 자세 유지하면서 짜잔 오늘도 꿀 잠 예정이다 핸드폰 소독도 하고 글도 쓰고 얼른 잘 준비해야겠다 허허 노 쨈 폴 댄스 아프다 인생 뭐 있어
78,78,하나 둘 셋 엄마 생신이라 온 가족 친정 다녀오는 길 고속도로 휴게소에서 들 이 받쳤다 과실은 상대방 나와서 천운이 다 그나마 앞쪽 부딪힌 게 차는 공장 우린 온몸이 뻐근해지기 시작했다 허리 아파 이번 겪으면서 블랙박스의 중요성 안전벨트의 중요성 차는 크고 튼튼한 거 타야 한다는 거세 컨 카아 반 티였으면 생각만으로 무섭다 안전운전합시다 힘들다 아프다 속상하다 속상해 맘 아파 어서 나으렴
79,79,아프다
80,80,매장 유리 닦는다고 문 열다 문에 손가락을 넣고 닫았네요 점점 붇기 시작 아프나요 지켜보다 병원 가야 하는지 아프다 사고뭉치
81,81,갑작스러운 팔꿈치 콩 등 이제 손목까지 내려왔음이 와중에 빈이는 안아달라 업어달라 환장 파티가 열림 병원을 가야는데 빈이는 퇴원을 못하고 힝 너무 아프다 이 와중에 옆 병실 보호자님 코골이가 장난 아님 우리 병실까지 쩌렁쩌렁 잠은 다 잔듯하다 육아 맘 테니스 엘보 외상과 암막둥이는 입원 중 퇴원 언제 해 아프다
82,82,이 또한 크는 과정인가요 온 힘을 다해 깨뭅니다 아 너무 아픕니다 더 억울한 건지가 울어버립니다 내 살 느낌이 맘에 안 드는지 황금돼지띠 아기인 스타 베이비 개월 아기 아들 맘 때 소통 순다 아들 이빨 자랑 엄마 깨물기 아프다 너니까 참는다 내 보물 내 새끼 너만 행복하다면 금쪽같은 내 새끼 현서 베베
83,83,오늘 날씨가 너무 추워요 그래서 패딩 입고 출근했어요 어제부터 몸살기가 있더니 아침도 컨디션이 별로네요 집에 미리 지어놓은 몸살 약 한 봉지 먹고 출근해서 옷 갈아입어야 하는데 퇴근하고 싶어지는 건 저 말일까요 컨디션 꽝 코로나 아니에요
84,84,꿈꿈에서 싸우다 침대에서 떨어졌다의 자손 잡이에 눈알을 박았다 새벽 시 방바닥에 앉았는데 이제 한 대 때리는 장면인데 억울했다 아모레 퇴근하고 민주 통신 가는데 차선에서 차가 섰다 뚜벅이 신세 민주 통신 퇴근하고 지하 주차장 내려가다 계단에서 굴렀다 굴렁쇠 비슷하게 물 흐르듯이 흘러내렸다 아프다 이 무슨 일이냐 월 얼마나 잘 하려고 이래 좋은 일이 있으려나
85,85,너무 아파서 못 버티고 와버렸다 물리치료병원 아프다 손목
86,86,겨울이오나봐한거없이목요일매운거땡김호도다시주회등교두찌도콧물감기다시강제집콕코자만들어도치떨리는코로나는브레이크고장확진자수가보고도못믿음이와중난사랑니는왜뽑았을까마지막사랑니너무아프다
87,87,내가지금껏호랑이를키웠구나냥스타그램냥이스카고양이고양이그램고양이스타그램집사스타그램집사육묘육묘스타그램브리티쉬숏헤어내손영광의상처아프다전라북도순창
88,88,힘들었던 오늘 퇴근 후 소파형 대상포진 대상포진 증상 워킹맘 육아 맘 내의 아픔 휴식이 필요해 아무것도 안 하고 싶다 아프다 슬프다
89,89,
90,90,집에서차타고분산이라고계단이개이럴줄알았음안갔을거야소금산소금산출렁다리산이라고등산시키네엄마는무서운데딸내미는엄마놀리는재미신났음하지마흔들린다고나이들었다고다리알배김삼일째안풀림어쩔아프다다음엔둘이다녀와엄만안갈래
91,91,
92,92,는 가끔 눈물을 흘린 뼈 부러짐 아프다
93,93,오늘도난리쓰덕춘난리부르스아프다냥스타그램
94,94,꿀 모과 청 담그기 베이킹 소다로 빡빡 닦고 식초로 도 닦고 이제부터 칼질 딱딱해서 칼질하기 어려운 씨를 제거 후 채썰기 썰고 썰고 또 또 칼질 설탕과 꿀을 배합해 넣기도 통나 왔으니 나머진 포기 아프다 손가락 고생했으니깐 맛있어져라 맛있어져라 주문과 함께 후에 만나자 모과 모과 청만 들기 모과 차 설탕과 꿀맛 있어져라 얍 맛있어져라 아프다 손가락일 후 칼질
95,95,발도장쾅사랑둥이이레랑저녁데이트집이코앞이라좋구동갑내기친구라좋구엄마끼리도동갑내기라좋구이레한테발도장쿵쿵쿵코로나없으지면차타구마실도다니자이레야이놈에코로나는근데언제없어질라나오늘은주식이초록물결인데요백신주야언능올라라아들낮잠시간내자유시간엄마는위염아프다아들스타그램뉴욕뉴욕일상뉴욕맘뉴욕생활뉴욕육아뉴욕맘일상뉴욕라이프미국미국맘미국맘일상미국라이프미국육아
96,96,퇴근인 주 카페 풋살 다침 아프다
97,97,일의 기적 재구매 제품 좋아해 주셔서 언제나 감사하죠 나에게 주는 생인 선물은 디톡스로 건강관리는 그때그때 독소 빼주고 군살 정리하고 연말 전한 해 마무리 토닥토닥 시간 디톡스 상담은 프로필 하단 링크 꾹
98,98,내 허벅지 측면 통증 이런 걸 찾아보다니 상경인 대 증후군 역시 러닝이 문제인가와 올해 많이도 아프네 허벅지 측면 통증 아프다 의자에 앉아있어도 상경인 대장경 인대염 내 다리야 운동 소통운동하는 여자 유동열 운동 다이어트
99,99,소원을 말해봐 안 아프게 좀 일상 기록일 귀 아프다
100,100,오늘저녁몸보신짝궁이랑힘내자아푼데도짝꿍아프다맘이아프다흙염소전골맛나게먹어아프지말아요건강챙기기인친님건강하세요화이팅
101,101,너무 아픈 날 꾀병 아님 주의
102,102,또다시 병원 지긋지긋하다 그만하고 싶다 아프다
103,103,내부릉이하루종일끙끙앓고있음요아포아포부릉이끙끙앓는중아프다좋아요반사즐밤댓글은사랑입니다
104,104,시키고
105,105,가을 단풍 마지막 단풍여행인가 보면 볼수록 이뻐 그 와중에 귀가 너무 아프다
106,106,조퇴하고병원갔다가올해감기한번안걸렸었는디둘이상태멜롱젤조아하는소등심구워배터지게먹고저런다약먹었더니헤롱얼릉낫자집난장판이라니일찍온다는세딸초땡땡이집월요일아프다
107,107,방바닥을 떼굴떼굴 구르는 게 맹장이라 하매요 난 터졌는데도 왜 때문에 안 아픈 건가요 혹시나 싶어 응급실 내 발로 걸어 들어갔는데 의사 선생님도 맹장은 아니라더니 시티 찍으니 터지셨네요 결국 개복 수술 입원 일일 죽일 금식이와 캄보디아에서 영양실조 걸렸을 때 몸무게 찍음
108,108,안녕 아기야 할퀴진 말아죠 아프다 친하게 지내면 안 되겠니
109,109,아프다 사고 나서 앞니가 송곳니 됐네
110,110,칠곡 칠곡병원 칠곡 가톨릭병원 수술 혹 수술 아프다 금식 중 평생 입원 같은 건 안 할 거 같이 씩씩하게 사는데 출산 때 빼고 두 번째 수술 입원 역시 몸은 늙어가는구나 어제까지 살인 스케줄 다쳐내고 오늘 아침 입원하자마자 수술실로 된 장안 아프다고 하더니 아프다 선생님 사기꾼이라며 소리 지름 그래도 또한 고비 넘기고 씩씩하게 살자 나는 네 아이의 엄마니까
111,111,안뇽병원아나랑단골이구나이수현병원좀그만오자몸관리하자살이무슨허리치료받고있는거니허리치료번번디스크튀어나옴진심초반에는숨쉬는데도아팠음그래도지금은저정도는아님빨리나아라아프다어구내허리우엥나홀로병원같이와줄사람어디없나
112,112,응먹고싶구요임신했어도아아하루한잔포기못했던나인데배가불러오면서지독한역류성식도염에위염에하아너무먹고싶은데지금김치도잘못먹고있는고춧가루좀만있어도위와식도가녹아내릴거같다눈임산부위산역류위통증아프다왜안괜찮아지니괜찮아지게해주세요내최애매운음식금지빨리낫자커피먹고싶다아아아이스아메리카노임산부스타그램
113,113,아프니깐환자다링겔투혼직딩일상이게삶이다최저시급원아침에털린영혼소환아프다오늘은목요일내일은금요일자곺다힘든가을나기겨울도힘들지만내일계란한판
114,114,아프냐나도아프다다모아프냐나도아프다람브레타람브레타은평맥시멈가라지맥시멈은평사고차수리사고차매입사고차보험수리기변기변하고싶다절대털리지않는핸들미들바이크라이딩기어꼭입자너무너무아프다
115,115,잊지 못할 빼빼로데이 빼빼로데이 아프다 몸도 마음도
116,116,엉엉왜이러고있는걸까요임산부뒷장주의음식하다칼로손가락쓩너무아퍼소리지르고눈물뚝뚝피뚝뚝꽉잡아지혈하면서힘들게병원도착세방꼬맷어요파상풍주사맞고약처방받고낼도경과보러병원가고주뒤실밥빼러가야하공요즘울집왜이런거야힘내야지슬프다아프다난임여성분쓰담쓰담나도쓰담맞팔선팔환영댓글은사랑입니다
117,117,신호등한번빨리건너겠다고등교길에접질럿는데오른발발등골절하너무속상해서눙물이난다괜찮다괜찮다안괜찮다안괜찮다발등골절목발신세주하속상해시간을되돌리고싶다아프다마이아프다등교는어쩌지등원은어쩌지난어쩌지망햇네망햇어
118,118,반차가되어버린조퇴병원가기전여유챙기기충주카페충주겸익겸익로스터리허리가찌릿찌릿아프다
119,119,재활운동아프다무릎을다친지일째열심히재활중이다사실오늘처음사실통증이또생겨키로만내일을키로도전고정로라는역시나지루해조금운동후급흡입배가계속나오네수달크롤샤크미자자전거자스타그램로드라이딩싸이클정기라이딩서울대듀라에이스울테그라철인종철인자전거듀애슬론한강수영바다수영철인수영오픈워터비앙키올트레스페셜라이즈드루베프로무릎부상반월상연골
120,120,제주여행 마지막 날 새벽 침대에서 떨어졌다 예은이 가 하도 굴러다니면서 자느라 침대 구석에서 자고 있다 떨어져 버렸다 근데 침대 옆 탁자의 서랍에 부딪혔다 차라리 바닥으로 떨어졌으면 괜찮았을 텐데 서랍은 열어보지도 않았는데 내가 떨어지면서 열린 건지 뭔지 순간 별을 보았다 너무 아프다 진짜 예은이가 떨어진 것보단 낫지 생각만 해도 끔찍하다 이러고 어제는 결혼식도 갔다 왔다 마스크가 고마운 날이 올 줄이야 침대에서 떨어짐 노란 멍 아프다
121,121,인대늘어나서한의원에서침맞고너무따끔해주사보다아프다아픈거싫어인대한의원침아프다
122,122,제주도 가을이 가고 겨울이 오는데 넌 왜 이리 푸르니 너의 초록 이들이 날 붙잡는구나 내 삶 속에서 날 붙잡는 건 뭘까 제주도 제미라의 바람 인문학 공부하고 싶다 가을 가는 게 아쉽다 이겨내자 아프다 장염 증상배 아파 슬퍼서 울고 싶다 감사합니다 그래도 괜찮아날 사랑해 주는 사람들 있잖아 가끔 나도 그래 비행기 오래간만에
123,123,손금 하나 추가 고양이와 강아지의 싸움의 피해자 것도 오른손 아프다 아기 고양이 키우기 강아지와 고양이
124,124,나이 많은 엄마는 걷기도 힘들 당내 새 꾸미기는 너무 귀엽고 울 솔이는 너무 보고 싶다 딸 딸 둘 딸 둘 맘 조리원 산후조리원 골반통 아프다
125,125,
126,126,아파서 링거 맞고 있어요 링거 아프다 병원 치료 중
127,127,오늘 아침 문득 터닝 포인트 자기 개발 사람이 사는 법 부자들의 습관 부자들의 가치관 생각대로 살지 않으면 사는 대로 생각하게 된다 삶에 관하여 노력하고 있어 생각의 전환 힐링 문구 이유 있는 성공성 공명은 가치 판단의 기준 도곡동에서 출근길 아프다 참는 법 아프지 말자 가족에게 얻는 힘 사랑 하나님 믿음
128,128,여기도 아파 저기도 아파 어제도 아파 오늘도 아파 내일도 아프겠지 나이 먹어서 그런 거 아니라고 해줄 사람 목덜미 아파 어깨 통증 목덜미 통증 휴식이 필요해 스트레칭이 필요해 여기저기 아파다 아파 환자 내일은 안 아프길 엄마도 사람 환자 그램 육아 일상 육아 소통 환영 엄마의 인생 아프다
129,129,유성은다칠까봐무서워배우프로필뮤직비디오감동뮤직비디오감독뮤직비디오촬영뮤지션의삶기획자의삶영상크리에이터영상기음악가일상뮤지션의삶요리사의삶싱어송라이터영남영상크리에이터제작자영상기획영상편집자영상마스터기획자의삶아이돌의모든것아이돌의지침서아이돌의길스타성최고선한영향력음원홍보까지길은만들어가는거지외롭긴함죄송합니다고백하면까여서외롭다영상공유영상공개이미마음다치고아프다
130,130,재율앙이렇게얇게입어도이날씨에땀띠나는애기너밖에없을거야위아래이나니까너무귀엽당새벽에도으이으이하면서나부르는데모르는척하면혼자놀다잠든당너무귀엽당꼬꼬마귀엄동이개월아기키로넘으니까손목이너덜너덜아프다그래도천천히크렴사랑스러움
